Region,Category,Crafting Process,Base Material Price,Dimensions,Hours of Labor,Transport Distance,Price
North India,Painting & Decorative Arts,Machine-Assisted,253.41,7042.8,44.6,851.6,710.63
East India,Textiles,Handwoven,333.76,7911.5,63.8,906.3,1183.59
West India,Textiles,Handmade,1760.4,3574.66,77.7,506.9,3051.55
South India,Terracotta Pottery,Hand-Painted,1079.97,4106.07,4.3,594.5,1198.9
North India,Painting & Decorative Arts,Handmade,961.16,3997.45,59.7,708.4,1806.51
Central India,Toys,Handmade,258.09,1999.54,19.5,832.9,506.3
East India,Painting & Decorative Arts,Machine-Assisted,1316.63,706.04,35.2,122.4,1683.21
South India,Terracotta Pottery,Hand-Painted,1742.6,5950.07,35.4,810.3,2530.39
East India,Painting & Decorative Arts,Handmade,1664.96,9893.25,47.4,481.8,2558.24
South India,Painting & Decorative Arts,Handmade,1270.81,1751.61,34.1,451.2,1965.93
South India,Terracotta Pottery,Hand-Painted,196.79,562.18,11.6,424.5,324.04
North India,Textiles,Handwoven,269.17,7817.36,15.4,509.7,538.32
East India,Toys,Handwoven,146.15,2600.6,4.3,945.1,250.72
East India,Terracotta Pottery,Handmade,552.08,8313.47,47.6,548.7,1252.57
Central India,Bamboo Products,Handmade,314.54,7068.97,95.5,953.2,1514.35
Central India,Textiles,Handwoven,557.09,9462.17,12.5,181.1,910.05
North India,Bamboo Products,Machine-Assisted,800.86,4148.38,94.7,724.4,1772.52
North India,Textiles,Hand-Painted,1888.82,6653.5,73.6,812.4,3101.37
West India,Toys,Hand-Painted,1240.23,4702.06,64.1,679.4,2269.89
Central India,Toys,Machine-Assisted,1678.2,6342.83,64.9,607.3,2364.82
South India,Painting & Decorative Arts,Machine-Assisted,1435.19,4551.03,82.8,565.2,2233.78
East India,Bamboo Products,Machine-Assisted,269.38,1967.46,11.6,861.1,439.84
North India,Textiles,Machine-Assisted,1485.04,5128.18,51.0,821.8,2014.14
East India,Toys,Machine-Assisted,586.44,5332.98,70.0,123.2,1169.32
East India,Terracotta Pottery,Machine-Assisted,1296.26,8124.98,59.1,848.7,1902.24
West India,Toys,Hand-Painted,714.88,7381.65,83.4,414.7,1838.35
Central India,Terracotta Pottery,Machine-Assisted,1995.46,6671.54,8.2,254.4,2104.32
North India,Textiles,Handwoven,563.93,1222.53,69.4,869.9,1556.73
East India,Toys,Machine-Assisted,594.3,7234.1,53.9,432.6,1143.06
North India,Toys,Machine-Assisted,1864.81,5053.02,38.5,808.6,2333.07
South India,Textiles,Hand-Painted,98.06,8951.59,34.7,264.1,525.14
West India,Toys,Hand-Painted,1408.54,9206.72,62.5,4.9,2471.49
South India,Terracotta Pottery,Machine-Assisted,1464.39,646.05,89.2,496.0,2396.64
North India,Toys,Hand-Painted,1680.94,8224.35,50.1,101.1,2613.46
North India,Bamboo Products,Handmade,1950.16,473.2,82.6,754.6,3370.33
Central India,Painting & Decorative Arts,Hand-Painted,1952.42,3734.98,40.8,276.8,2802.77
East India,Terracotta Pottery,Hand-Painted,177.29,5468.77,11.1,444.2,324.82
East India,Bamboo Products,Hand-Painted,1652.59,1566.2,7.1,87.9,2002.68
South India,Textiles,Hand-Painted,1310.3,7488.51,6.1,287.4,1657.63
West India,Terracotta Pottery,Handwoven,1312.32,182.71,38.6,781.7,2054.25
East India,Painting & Decorative Arts,Handwoven,300.28,1769.13,34.4,152.4,832.1
Central India,Painting & Decorative Arts,Handwoven,1317.86,5849.89,72.1,647.5,2486.19
South India,Textiles,Machine-Assisted,1965.84,7172.44,74.5,917.5,2696.6
South India,Textiles,Machine-Assisted,1828.05,9174.77,6.0,680.2,1829.14
Central India,Terracotta Pottery,Handmade,906.3,7084.42,22.9,811.2,1384.0
West India,Toys,Handwoven,127.9,6750.61,28.2,109.9,547.42
Central India,Textiles,Machine-Assisted,756.47,4003.98,55.2,251.5,1346.23
West India,Toys,Hand-Painted,1661.46,112.72,15.3,894.6,2231.58
Central India,Bamboo Products,Hand-Painted,1417.92,1289.58,14.3,715.4,1862.51
Central India,Painting & Decorative Arts,Handwoven,945.72,5392.09,94.4,639.9,2244.33
North India,Toys,Handmade,157.45,6783.79,80.6,664.1,1119.29
South India,Painting & Decorative Arts,Handmade,882.44,4232.74,18.9,414.8,1282.93
Central India,Toys,Hand-Painted,964.6,7333.72,41.3,45.5,1649.19
Central India,Bamboo Products,Handmade,1860.68,5266.44,36.2,784.7,2677.55
East India,Textiles,Handwoven,1300.12,834.34,79.3,679.0,2505.28
South India,Bamboo Products,Hand-Painted,657.72,2000.96,51.5,473.3,1400.58
East India,Textiles,Machine-Assisted,1074.37,8415.98,13.7,899.9,1172.54
South India,Textiles,Machine-Assisted,178.81,7276.64,74.2,336.8,967.89
East India,Painting & Decorative Arts,Handmade,1946.51,8958.14,40.3,295.0,2823.24
Central India,Bamboo Products,Hand-Painted,752.12,1263.82,27.0,872.9,1217.82
Central India,Toys,Hand-Painted,981.84,9903.2,38.2,797.2,1599.24
North India,Bamboo Products,Machine-Assisted,742.8,2173.13,50.3,515.5,1179.2
East India,Painting & Decorative Arts,Hand-Painted,1380.9,216.62,35.0,131.6,2142.48
West India,Textiles,Hand-Painted,1341.35,9974.49,24.9,215.9,1936.15
North India,Painting & Decorative Arts,Hand-Painted,1444.88,2882.63,40.5,656.6,2138.66
East India,Terracotta Pottery,Handmade,572.88,6713.39,2.9,385.7,760.41
East India,Terracotta Pottery,Hand-Painted,665.55,1849.15,77.5,836.6,1774.78
North India,Toys,Handwoven,294.24,5844.26,17.9,950.0,574.11
Central India,Painting & Decorative Arts,Handmade,1328.24,9049.95,5.3,805.8,1737.39
East India,Toys,Hand-Painted,127.6,3269.79,65.7,378.2,952.36
Central India,Toys,Hand-Painted,1215.48,6735.51,77.6,788.9,2318.93
North India,Terracotta Pottery,Handwoven,1745.91,1960.25,81.6,352.1,3092.55
Central India,Toys,Handmade,1787.12,6285.47,49.9,167.9,2755.59
South India,Terracotta Pottery,Machine-Assisted,925.62,3430.86,21.3,34.4,1108.46
West India,Textiles,Machine-Assisted,945.64,2190.96,74.0,386.3,1714.32
East India,Painting & Decorative Arts,Handmade,200.09,3200.5,70.3,903.7,1000.32
West India,Toys,Hand-Painted,1357.99,1870.53,25.4,239.7,1983.92
Central India,Terracotta Pottery,Hand-Painted,1651.46,9028.97,90.4,207.3,3022.65
East India,Bamboo Products,Machine-Assisted,527.08,4032.15,11.3,969.9,590.83
Central India,Toys,Machine-Assisted,871.54,2528.27,98.3,26.0,1848.85
South India,Textiles,Machine-Assisted,1685.74,4539.24,86.2,786.0,2569.39
North India,Textiles,Handwoven,1760.38,3273.31,69.1,322.0,2949.85
East India,Bamboo Products,Machine-Assisted,524.2,7469.75,93.9,38.5,1426.07
South India,Terracotta Pottery,Handwoven,1123.61,9715.08,72.5,917.9,2193.03
South India,Toys,Handmade,425.36,4436.53,19.9,140.5,692.58
East India,Terracotta Pottery,Hand-Painted,248.66,8624.23,44.8,552.2,824.76
Central India,Textiles,Machine-Assisted,1826.68,5702.04,8.1,274.8,1961.43
South India,Terracotta Pottery,Hand-Painted,1649.99,1656.63,39.6,66.1,2454.97
West India,Textiles,Hand-Painted,1532.07,6937.17,74.4,50.9,2774.25
South India,Terracotta Pottery,Machine-Assisted,145.09,5183.0,39.3,116.4,610.86
Central India,Bamboo Products,Machine-Assisted,1695.27,6541.0,33.7,72.3,2002.87
Central India,Painting & Decorative Arts,Handmade,904.19,8907.91,59.9,760.8,1794.5
West India,Bamboo Products,Handwoven,717.67,4460.3,87.3,486.1,2017.36
South India,Bamboo Products,Handwoven,1115.63,9021.66,5.7,343.5,1479.37
Central India,Painting & Decorative Arts,Hand-Painted,228.14,7531.62,39.2,419.0,660.55
East India,Painting & Decorative Arts,Machine-Assisted,1525.46,4937.19,16.7,929.0,1711.82
North India,Toys,Handmade,1185.75,6071.9,69.8,910.8,2260.53
North India,Toys,Handmade,413.85,3323.25,11.5,716.0,675.94
North India,Bamboo Products,Handmade,417.05,9837.61,66.8,884.8,1264.81
South India,Bamboo Products,Handmade,409.28,6706.78,29.3,320.3,800.76
West India,Textiles,Handmade,161.15,534.08,20.7,381.7,407.98
Central India,Textiles,Handwoven,1196.21,3333.56,93.7,614.1,2531.26
East India,Toys,Handwoven,1688.68,6270.81,2.8,624.0,2100.78
East India,Toys,Handwoven,84.12,657.7,44.3,482.2,573.48
South India,Textiles,Machine-Assisted,145.56,336.45,3.1,401.3,145.43
North India,Textiles,Hand-Painted,1166.9,4555.24,48.9,986.2,1897.63
South India,Terracotta Pottery,Handmade,1648.02,3393.63,50.6,821.3,2635.18
West India,Terracotta Pottery,Machine-Assisted,687.14,4439.16,32.8,435.5,1078.69
West India,Textiles,Handmade,731.75,2700.66,14.1,727.6,1030.95
Central India,Terracotta Pottery,Handwoven,1212.88,1730.71,38.3,270.3,1900.16
Central India,Painting & Decorative Arts,Machine-Assisted,584.72,6922.52,67.6,101.1,1283.38
West India,Toys,Handwoven,101.89,5194.25,78.5,353.1,1137.99
West India,Toys,Handmade,1483.7,2081.53,53.5,403.6,2442.87
West India,Textiles,Handmade,1270.02,3263.94,59.4,17.5,2201.95
South India,Bamboo Products,Hand-Painted,1182.47,5958.9,20.9,815.0,1588.82
West India,Textiles,Handmade,1496.28,815.07,29.4,359.8,2092.58
East India,Terracotta Pottery,Handwoven,1366.7,1559.78,17.0,580.8,1847.7
North India,Bamboo Products,Handmade,451.47,825.13,25.7,74.9,817.4
West India,Terracotta Pottery,Hand-Painted,737.34,8141.94,23.3,175.8,1174.16
North India,Painting & Decorative Arts,Hand-Painted,295.91,7548.85,52.4,889.8,956.25
South India,Terracotta Pottery,Handwoven,303.22,7557.8,56.7,609.1,991.36
North India,Painting & Decorative Arts,Machine-Assisted,1368.58,7191.62,94.5,950.3,2254.73
South India,Painting & Decorative Arts,Handmade,1724.27,6726.92,20.4,998.8,2392.04
East India,Terracotta Pottery,Hand-Painted,1927.33,4822.22,64.5,372.5,3131.25
South India,Terracotta Pottery,Handmade,1275.28,6458.55,81.9,299.5,2599.66
South India,Painting & Decorative Arts,Handmade,409.0,479.78,56.5,858.5,1195.8
Central India,Bamboo Products,Machine-Assisted,256.02,6252.5,26.2,998.6,496.52
West India,Painting & Decorative Arts,Hand-Painted,1635.06,7800.99,27.0,630.0,2352.24
West India,Toys,Handmade,1178.58,5053.55,4.9,795.3,1471.44
East India,Painting & Decorative Arts,Hand-Painted,1255.66,3639.38,31.2,782.0,1892.23
East India,Bamboo Products,Handwoven,1573.85,2846.52,74.7,356.0,2782.88
West India,Toys,Handwoven,1421.39,6463.74,5.7,574.7,1626.72
Central India,Textiles,Handmade,1677.19,6958.73,22.7,833.2,2365.26
West India,Textiles,Hand-Painted,159.62,8722.58,70.9,688.4,1066.89
Central India,Bamboo Products,Handmade,1507.67,3489.11,78.5,22.1,2767.7
East India,Painting & Decorative Arts,Hand-Painted,1709.16,7720.75,46.1,337.4,2601.1
North India,Terracotta Pottery,Hand-Painted,607.96,5657.42,70.1,145.3,1578.92
East India,Bamboo Products,Machine-Assisted,1298.87,8840.08,39.4,233.7,1663.01
East India,Toys,Machine-Assisted,662.62,5325.34,16.8,905.6,861.45
South India,Toys,Machine-Assisted,1918.04,5224.54,40.4,37.9,2256.69
South India,Textiles,Handmade,115.18,5820.98,58.4,220.6,848.32
South India,Toys,Machine-Assisted,1180.6,7518.22,94.9,310.3,2157.68
South India,Bamboo Products,Machine-Assisted,374.68,9650.44,7.8,617.3,442.75
Central India,Toys,Handwoven,1438.83,828.28,51.2,534.6,2359.54
West India,Bamboo Products,Hand-Painted,392.99,629.0,33.6,219.1,825.22
North India,Terracotta Pottery,Hand-Painted,509.0,9381.75,51.3,165.1,1178.11
East India,Textiles,Machine-Assisted,1014.02,5345.77,3.4,237.6,1059.86
Central India,Toys,Hand-Painted,1833.93,6187.54,32.0,503.0,2618.64
North India,Bamboo Products,Handwoven,462.84,4875.99,82.2,271.9,1448.06
Central India,Painting & Decorative Arts,Handwoven,331.27,1027.21,55.8,947.7,1093.23
Central India,Textiles,Machine-Assisted,1530.0,7704.08,45.6,464.4,1958.84
East India,Terracotta Pottery,Handwoven,1026.21,7497.52,29.3,59.7,1573.41
West India,Bamboo Products,Hand-Painted,1827.98,3185.86,30.5,729.5,2492.6
South India,Terracotta Pottery,Handmade,335.9,3131.77,38.9,329.5,827.3
West India,Terracotta Pottery,Hand-Painted,1309.56,8394.63,83.7,653.8,2624.18
East India,Toys,Handmade,504.11,816.34,96.8,280.3,1768.18
East India,Toys,Machine-Assisted,355.68,8822.94,44.4,571.2,780.54
East India,Bamboo Products,Handmade,1382.69,2640.95,39.9,772.4,2132.2
North India,Painting & Decorative Arts,Handwoven,1207.69,5970.55,84.8,928.1,2491.29
West India,Bamboo Products,Hand-Painted,1521.91,9366.34,43.3,261.9,2367.92
West India,Painting & Decorative Arts,Handmade,653.45,6813.41,55.6,335.5,1447.59
Central India,Terracotta Pottery,Hand-Painted,923.54,4202.86,23.9,464.8,1449.7
Central India,Textiles,Machine-Assisted,840.67,6926.39,74.6,927.2,1635.19
Central India,Bamboo Products,Machine-Assisted,1968.97,3505.4,53.7,901.5,2526.64
East India,Bamboo Products,Handwoven,619.89,2844.86,81.1,90.8,1719.8
West India,Painting & Decorative Arts,Machine-Assisted,624.89,9967.16,78.3,132.8,1440.76
East India,Terracotta Pottery,Handmade,741.37,7532.82,22.3,496.0,1172.96
North India,Terracotta Pottery,Machine-Assisted,1150.96,6482.73,71.8,107.5,1922.0
Central India,Painting & Decorative Arts,Handwoven,542.03,3617.37,80.2,346.2,1657.81
East India,Terracotta Pottery,Hand-Painted,1834.82,586.69,35.3,149.2,2574.47
East India,Toys,Hand-Painted,568.09,407.46,18.1,636.4,844.61
North India,Textiles,Machine-Assisted,1796.84,5586.39,1.3,949.5,1774.78
South India,Bamboo Products,Handmade,251.78,7644.12,45.6,996.7,898.14
West India,Textiles,Handwoven,1330.3,5420.05,35.9,375.9,1948.34
South India,Bamboo Products,Handmade,1818.62,8423.77,55.9,599.4,2872.88
Central India,Toys,Handwoven,379.06,430.92,19.6,856.4,708.2
East India,Terracotta Pottery,Machine-Assisted,1938.24,3730.85,86.1,118.3,2857.37
North India,Painting & Decorative Arts,Handwoven,933.12,2447.0,26.5,689.9,1446.76
North India,Toys,Handwoven,1894.14,4528.0,23.4,409.4,2486.61
West India,Textiles,Machine-Assisted,1369.8,816.53,48.6,206.9,1807.83
South India,Painting & Decorative Arts,Handmade,638.09,9545.9,50.4,403.4,1311.41
West India,Terracotta Pottery,Machine-Assisted,417.19,2310.23,22.3,76.9,613.29
East India,Toys,Handwoven,642.28,9230.85,27.9,695.7,1096.39
West India,Painting & Decorative Arts,Machine-Assisted,231.38,4316.34,17.8,253.5,351.11
North India,Toys,Handwoven,330.54,9856.69,72.1,312.1,1335.38
North India,Toys,Machine-Assisted,254.09,5585.18,77.2,122.0,959.83
Central India,Terracotta Pottery,Hand-Painted,874.74,9315.25,46.8,864.8,1678.59
Central India,Bamboo Products,Hand-Painted,1601.38,152.95,71.7,494.0,2841.31
East India,Painting & Decorative Arts,Machine-Assisted,325.7,7507.56,73.9,572.6,1109.62
South India,Terracotta Pottery,Handmade,304.12,9040.2,14.7,569.9,506.66
West India,Toys,Handwoven,1304.69,1483.23,96.7,411.1,2743.15
East India,Terracotta Pottery,Hand-Painted,434.51,1051.65,82.3,193.3,1445.14
Central India,Bamboo Products,Handmade,240.34,4303.27,21.2,745.4,588.35
West India,Painting & Decorative Arts,Handwoven,375.35,9343.42,19.4,127.9,679.52
Central India,Bamboo Products,Hand-Painted,1851.28,5469.63,13.4,104.8,2361.87
West India,Textiles,Hand-Painted,1651.87,5321.82,14.7,710.4,2097.46
South India,Painting & Decorative Arts,Machine-Assisted,740.43,1497.15,75.1,209.6,1367.55
East India,Bamboo Products,Handwoven,1328.85,107.82,47.5,307.5,2112.69
West India,Toys,Handmade,1097.69,8120.39,78.5,475.8,2314.87
North India,Painting & Decorative Arts,Handmade,1370.39,966.99,74.9,449.9,2523.13
North India,Painting & Decorative Arts,Handmade,1381.21,6375.11,60.9,708.9,2379.79
West India,Terracotta Pottery,Handwoven,1276.03,9154.7,69.0,623.8,2392.01
West India,Toys,Handmade,568.9,2165.65,2.8,644.8,806.56
West India,Textiles,Handmade,126.06,6686.2,31.9,714.3,600.32
North India,Bamboo Products,Handmade,938.36,879.12,64.1,293.3,1846.62
North India,Terracotta Pottery,Machine-Assisted,1787.4,6077.18,1.9,323.0,1709.27
West India,Bamboo Products,Machine-Assisted,1160.52,1722.92,4.3,438.6,1321.5
Central India,Textiles,Handwoven,1673.16,7385.94,85.3,308.2,3144.84
Central India,Textiles,Handwoven,1983.67,3082.19,68.7,985.0,3214.23
South India,Painting & Decorative Arts,Handmade,369.05,4687.57,27.3,814.2,706.94
East India,Textiles,Machine-Assisted,1398.97,6034.36,69.1,165.5,2138.13
Central India,Bamboo Products,Hand-Painted,1364.87,1795.61,79.5,6.6,2586.44
North India,Toys,Hand-Painted,1960.91,7442.21,31.4,43.7,2724.24
Central India,Toys,Handmade,1971.92,3096.14,4.6,244.8,2466.23
South India,Painting & Decorative Arts,Handmade,1389.02,6657.48,93.3,115.2,2803.14
South India,Bamboo Products,Machine-Assisted,525.05,1667.0,35.2,533.8,817.76
East India,Bamboo Products,Machine-Assisted,1607.18,6912.36,11.5,858.1,1705.94
Central India,Textiles,Machine-Assisted,258.71,1369.06,49.7,737.0,788.77
North India,Bamboo Products,Handwoven,1572.36,4311.03,77.1,216.4,2837.54
North India,Terracotta Pottery,Handwoven,1824.88,2547.34,22.9,399.9,2477.76
West India,Textiles,Handmade,796.53,7508.91,27.7,508.4,1334.91
North India,Terracotta Pottery,Handwoven,1279.74,2694.15,25.0,810.4,1817.6
East India,Painting & Decorative Arts,Machine-Assisted,888.78,8829.0,99.2,839.3,1889.71
East India,Toys,Machine-Assisted,903.64,8929.02,20.5,909.8,939.86
North India,Painting & Decorative Arts,Handwoven,655.22,2044.77,58.0,509.7,1459.78
North India,Toys,Hand-Painted,1536.15,6177.07,92.6,694.6,2992.78
West India,Painting & Decorative Arts,Handmade,1875.54,968.4,15.5,112.7,2417.13
North India,Bamboo Products,Hand-Painted,1884.46,3976.22,97.1,565.7,3403.24
West India,Terracotta Pottery,Handmade,390.82,7161.89,94.8,249.4,1554.51
West India,Toys,Hand-Painted,1755.75,6628.29,88.6,432.3,3220.27
North India,Textiles,Handwoven,1487.99,6284.54,22.2,634.4,2079.41
South India,Terracotta Pottery,Handmade,543.03,2897.15,63.8,257.7,1458.51
South India,Textiles,Handmade,181.2,3842.45,76.3,53.1,1046.73
West India,Terracotta Pottery,Handmade,572.59,1119.17,98.6,11.2,1862.29
North India,Terracotta Pottery,Machine-Assisted,1828.81,7218.33,18.9,23.1,2003.8
South India,Painting & Decorative Arts,Machine-Assisted,1284.7,5088.5,76.8,9.3,2038.67
North India,Toys,Hand-Painted,1456.06,7116.78,34.5,111.2,2130.47
North India,Toys,Handwoven,551.45,2564.54,18.4,240.2,865.23
North India,Terracotta Pottery,Machine-Assisted,1452.81,3311.94,42.7,222.0,1922.29
Central India,Bamboo Products,Handmade,104.84,3408.73,79.6,986.8,985.37
North India,Bamboo Products,Machine-Assisted,781.88,354.85,47.0,306.7,1340.74
Central India,Textiles,Handwoven,1272.17,3476.37,54.2,128.3,2201.2
West India,Textiles,Machine-Assisted,334.89,8052.72,99.5,546.0,1327.77
South India,Painting & Decorative Arts,Handmade,1654.86,8983.26,40.5,858.1,2517.17
South India,Terracotta Pottery,Hand-Painted,508.31,5230.36,61.9,678.4,1280.18
South India,Textiles,Handmade,1321.95,4609.47,37.2,296.8,1999.5
South India,Textiles,Handwoven,840.13,405.16,39.9,562.1,1480.9
South India,Terracotta Pottery,Hand-Painted,1212.29,8804.12,69.9,715.1,2361.83
South India,Painting & Decorative Arts,Machine-Assisted,259.53,228.8,93.9,728.4,1196.21
South India,Textiles,Machine-Assisted,82.98,9453.03,54.7,666.9,652.48
West India,Painting & Decorative Arts,Machine-Assisted,1823.65,4943.24,77.1,870.9,2565.17
North India,Toys,Hand-Painted,575.78,3485.15,9.8,870.2,832.88
East India,Painting & Decorative Arts,Handmade,1648.37,9249.76,21.9,579.4,2324.71
Central India,Bamboo Products,Hand-Painted,1998.73,341.47,50.7,430.4,3056.65
East India,Bamboo Products,Hand-Painted,462.29,5856.11,3.0,641.9,586.68
East India,Painting & Decorative Arts,Handwoven,567.08,5534.43,26.0,818.4,1026.27
North India,Bamboo Products,Hand-Painted,1342.58,2271.27,52.2,6.6,2266.37
North India,Toys,Machine-Assisted,1932.62,4345.99,2.5,992.0,1982.95
North India,Terracotta Pottery,Handmade,1835.84,6557.41,27.2,183.7,2585.01
South India,Bamboo Products,Handmade,1030.61,7298.6,51.9,470.8,1914.76
West India,Bamboo Products,Handmade,1600.47,107.1,57.7,872.2,2606.61
South India,Painting & Decorative Arts,Machine-Assisted,314.7,9374.85,92.6,225.8,1272.79
West India,Toys,Machine-Assisted,1956.0,1728.8,64.9,477.3,2585.85
West India,Terracotta Pottery,Machine-Assisted,1930.49,2412.45,42.1,133.4,2305.34
East India,Painting & Decorative Arts,Machine-Assisted,369.27,2708.39,93.1,395.7,1286.8
East India,Painting & Decorative Arts,Machine-Assisted,633.88,474.42,78.7,178.0,1417.07
West India,Toys,Hand-Painted,245.3,1318.22,20.8,364.3,460.88
West India,Terracotta Pottery,Machine-Assisted,579.85,9864.86,14.0,374.1,762.87
South India,Toys,Machine-Assisted,1641.11,3220.65,67.9,993.2,2181.74
South India,Terracotta Pottery,Machine-Assisted,787.72,1241.48,56.4,994.8,1487.46
East India,Toys,Machine-Assisted,222.37,1159.21,79.2,115.7,1089.46
North India,Painting & Decorative Arts,Handmade,717.34,7222.65,74.1,726.2,1736.96
West India,Painting & Decorative Arts,Machine-Assisted,1963.7,8560.23,62.9,52.7,2593.17
South India,Textiles,Hand-Painted,1277.88,2643.83,98.7,31.2,2733.0
East India,Bamboo Products,Hand-Painted,861.51,307.0,53.8,106.2,1649.95
South India,Toys,Hand-Painted,374.75,2308.59,12.2,965.5,605.73
West India,Textiles,Handwoven,1973.04,659.51,83.0,940.9,3356.45
West India,Bamboo Products,Handmade,1650.66,1123.61,25.9,194.7,2286.88
Central India,Toys,Machine-Assisted,598.88,4371.93,78.0,162.5,1387.95
North India,Terracotta Pottery,Handwoven,186.63,2376.19,95.8,241.3,1307.88
Central India,Bamboo Products,Machine-Assisted,160.42,5207.86,70.0,516.0,862.4
East India,Painting & Decorative Arts,Handwoven,284.74,2609.59,60.0,570.1,1069.86
South India,Textiles,Handwoven,1182.5,9411.32,46.6,222.4,1984.64
East India,Bamboo Products,Hand-Painted,1861.09,9068.85,37.1,756.9,2667.72
West India,Bamboo Products,Hand-Painted,1018.65,5711.38,35.9,310.2,1710.07
Central India,Painting & Decorative Arts,Handwoven,1693.74,3608.8,64.0,922.2,2782.81
Central India,Toys,Hand-Painted,919.48,3873.35,75.4,657.1,2019.54
Central India,Terracotta Pottery,Handwoven,1431.74,4177.34,68.2,436.9,2601.35
East India,Painting & Decorative Arts,Handmade,1477.15,7303.04,20.6,790.1,2015.81
West India,Terracotta Pottery,Hand-Painted,389.23,4571.23,49.9,818.1,1076.6
South India,Toys,Hand-Painted,754.37,8581.63,79.4,291.2,1853.22
South India,Bamboo Products,Hand-Painted,1292.74,9446.54,48.1,340.4,2190.36
East India,Terracotta Pottery,Handmade,187.86,3425.87,54.1,936.0,861.75
Central India,Textiles,Handwoven,755.0,5650.88,77.3,165.6,1897.77
North India,Textiles,Machine-Assisted,1092.86,1041.06,66.5,43.1,1752.68
East India,Painting & Decorative Arts,Hand-Painted,1992.64,2084.64,41.5,454.6,2846.2
East India,Toys,Handwoven,975.34,4193.31,89.6,801.4,2279.58
West India,Painting & Decorative Arts,Handmade,1641.31,2141.41,17.1,771.9,2159.54
South India,Painting & Decorative Arts,Machine-Assisted,892.53,8777.95,99.6,919.6,1919.56
East India,Painting & Decorative Arts,Hand-Painted,1602.96,1667.03,12.8,533.7,1940.68
East India,Textiles,Handmade,1211.06,4611.04,2.5,101.0,1483.53
Central India,Textiles,Handmade,1778.86,6096.42,89.1,589.1,3180.85
Central India,Painting & Decorative Arts,Machine-Assisted,851.34,6949.45,25.3,778.6,1051.18
North India,Textiles,Handwoven,1228.39,3892.39,73.2,94.2,2324.81
West India,Toys,Hand-Painted,1278.54,8704.08,81.3,173.5,2481.16
North India,Painting & Decorative Arts,Hand-Painted,863.9,5726.36,86.0,13.3,2066.28
Central India,Textiles,Handwoven,331.41,4451.13,99.2,594.1,1519.73
South India,Terracotta Pottery,Handwoven,232.44,765.68,30.1,886.8,655.94
Central India,Painting & Decorative Arts,Handwoven,82.51,4700.43,71.3,671.0,1022.92
West India,Painting & Decorative Arts,Machine-Assisted,1753.39,8225.28,12.4,982.1,1891.44
Central India,Toys,Machine-Assisted,511.13,6183.96,41.3,64.0,964.58
West India,Bamboo Products,Hand-Painted,462.44,8338.41,84.9,903.1,1628.46
West India,Bamboo Products,Machine-Assisted,1485.27,4990.72,37.4,814.3,1921.09
West India,Toys,Handmade,674.03,1272.77,59.5,314.9,1616.34
West India,Toys,Hand-Painted,1036.79,235.03,50.9,973.6,1829.99
West India,Toys,Machine-Assisted,366.9,3101.87,64.9,288.6,979.98
South India,Bamboo Products,Handwoven,1921.5,7010.11,97.3,889.4,3512.57
North India,Toys,Handmade,1710.58,7923.57,6.5,880.9,2166.11
East India,Textiles,Handwoven,1734.39,3027.95,57.8,757.9,2813.65
North India,Painting & Decorative Arts,Hand-Painted,843.21,5006.97,86.4,563.9,2143.12
West India,Painting & Decorative Arts,Handwoven,1536.6,4269.08,48.7,120.9,2428.89
South India,Terracotta Pottery,Machine-Assisted,330.56,4164.18,8.8,532.4,439.87
Central India,Terracotta Pottery,Machine-Assisted,66.81,2390.35,56.5,357.4,582.79
South India,Painting & Decorative Arts,Hand-Painted,88.95,1450.07,33.9,792.4,620.31
West India,Textiles,Handwoven,1193.87,2047.22,16.3,758.4,1611.42
South India,Bamboo Products,Hand-Painted,938.02,647.79,85.1,910.7,2131.41
South India,Bamboo Products,Handwoven,1060.13,2061.49,52.6,15.8,1886.02
West India,Textiles,Handmade,64.55,191.09,93.4,809.3,1166.02
South India,Bamboo Products,Machine-Assisted,874.24,6309.86,80.8,938.5,1645.77
East India,Toys,Hand-Painted,1450.23,3232.12,69.6,789.5,2549.29
East India,Painting & Decorative Arts,Handmade,913.25,9734.13,1.5,131.1,1045.61
South India,Painting & Decorative Arts,Handmade,1477.83,2017.8,43.4,82.2,2254.93
Central India,Textiles,Hand-Painted,504.39,3523.7,20.6,21.8,949.92
West India,Bamboo Products,Hand-Painted,1635.63,3642.63,91.2,629.1,3093.94
East India,Terracotta Pottery,Handmade,1197.44,183.67,18.3,630.0,1702.82
Central India,Terracotta Pottery,Handwoven,460.99,8408.16,29.3,986.9,963.65
South India,Bamboo Products,Handmade,511.6,416.75,52.2,398.6,1332.03
Central India,Terracotta Pottery,Hand-Painted,1274.66,9407.78,27.1,332.6,1766.22
North India,Textiles,Handmade,1668.38,8931.54,21.8,624.8,2202.16
East India,Textiles,Handwoven,860.47,5401.67,60.3,825.8,1715.98
South India,Bamboo Products,Machine-Assisted,553.69,5481.6,9.8,936.8,628.2
West India,Terracotta Pottery,Machine-Assisted,1740.67,6572.4,6.8,803.3,1793.64
South India,Textiles,Handmade,1355.07,3931.8,37.9,427.2,2058.54
West India,Textiles,Handwoven,923.77,6507.5,72.3,635.3,1987.09
South India,Toys,Machine-Assisted,1001.41,543.21,55.9,856.4,1562.17
Central India,Toys,Handmade,448.3,635.07,42.9,491.1,1016.62
